team,id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthStateProvince,birthCountry
WPG,8480049,https://assets.nhle.com/mugs/nhl/20242025/WPG/8480049.png,Dylan,Samberg,54,D,L,76,216,193,98,1999-01-24,Saginaw,MN,USA
WPG,8474568,https://assets.nhle.com/mugs/nhl/20242025/WPG/8474568.png,Luke,Schenn,5,D,R,74,225,188,102,1989-11-02,Saskatoon,SK,CAN
WPG,8479378,https://assets.nhle.com/mugs/nhl/20242025/WPG/8479378.png,Logan,Stanley,64,D,L,79,231,201,105,1998-05-26,Waterloo,ON,CAN
WPG,8477480,https://assets.nhle.com/mugs/nhl/20242025/WPG/8477480.png,Eric,Comrie,1,G,L,73,190,185,86,1995-07-06,Edmonton,AB,CAN
WPG,8476904,https://assets.nhle.com/mugs/nhl/20242025/WPG/8476904.png,Chris,Driedger,60,G,L,76,210,193,95,1994-05-18,Winnipeg,MB,CAN
WPG,8476945,https://assets.nhle.com/mugs/nhl/20242025/WPG/8476945.png,Connor,Hellebuyck,37,G,L,76,207,193,94,1993-05-19,Commerce,MI,USA
STL,8482737,https://assets.nhle.com/mugs/nhl/20242025/STL/8482737.png,Zack,Bolduc,76,R,L,72,187,183,85,2003-02-24,Trois-Rivières,QC,CAN
STL,8477402,https://assets.nhle.com/mugs/nhl/20242025/STL/8477402.png,Pavel,Buchnevich,89,L,L,73,196,185,89,1995-04-17,Cherepovets,,RUS
STL,8476889,https://assets.nhle.com/mugs/nhl/20242025/STL/8476889.png,Radek,Faksa,12,C,L,75,215,191,98,1994-01-09,Vitkov,,CZE
STL,8482077,https://assets.nhle.com/mugs/nhl/20242025/STL/8482077.png,Dylan,Holloway,81,L,L,73,206,185,93,2001-09-23,Calgary,AB,CAN
STL,8478472,https://assets.nhle.com/mugs/nhl/20242025/STL/8478472.png,Mathieu,Joseph,71,R,L,73,186,185,84,1997-02-09,Laval,QC,CAN
STL,8479385,https://assets.nhle.com/mugs/nhl/20242025/STL/8479385.png,Jordan,Kyrou,25,R,R,73,196,185,89,1998-05-05,Toronto,ON,CAN
STL,8482089,https://assets.nhle.com/mugs/nhl/20242025/STL/8482089.png,Jake,Neighbours,63,L,L,72,201,183,91,2002-03-29,Calgary,AB,CAN
STL,8475170,https://assets.nhle.com/mugs/nhl/20242025/STL/8475170.png,Brayden,Schenn,10,C,L,73,199,185,90,1991-08-22,Saskatoon,SK,CAN
STL,8483516,https://assets.nhle.com/mugs/nhl/20242025/STL/8483516.png,Jimmy,Snuggerud,21,R,R,73,186,185,84,2004-06-01,Minneapolis,MN,USA
STL,8476897,https://assets.nhle.com/mugs/nhl/20242025/STL/8476897.png,Oskar,Sundqvist,70,C,R,75,220,191,100,1994-03-23,Boden,,SWE
STL,8480074,https://assets.nhle.com/mugs/nhl/20242025/STL/8480074.png,Alexandre,Texier,9,L,L,73,201,185,91,1999-09-13,Saint-Martin-d'Hères,,FRA
STL,8480023,https://assets.nhle.com/mugs/nhl/20242025/STL/8480023.png,Robert,Thomas,18,C,R,72,207,183,94,1999-07-02,Aurora,ON,CAN
STL,8480281,https://assets.nhle.com/mugs/nhl/20242025/STL/8480281.png,Alexey,Toropchenko,13,R,L,78,222,198,101,1999-06-25,Moscow,,RUS
STL,8477573,https://assets.nhle.com/mugs/nhl/20242025/STL/8477573.png,Nathan,Walker,26,L,L,69,187,175,85,1994-02-07,Cardiff,,GBR
STL,8481598,https://assets.nhle.com/mugs/nhl/20242025/STL/8481598.png,Philip,Broberg,6,D,L,76,212,193,96,2001-06-25,Orebro,,SWE
STL,8475753,https://assets.nhle.com/mugs/nhl/20242025/STL/8475753.png,Justin,Faulk,72,D,R,72,214,183,97,1992-03-20,South St. Paul,MN,USA
STL,8475764,https://assets.nhle.com/mugs/nhl/20242025/STL/8475764.png,Cam,Fowler,17,D,L,74,210,188,95,1991-12-05,Windsor,ON,CAN
STL,8482516,https://assets.nhle.com/mugs/nhl/20242025/STL/8482516.png,Matthew,Kessel,51,D,R,74,205,188,93,2000-06-23,Bloomfield Hills,MI,USA
STL,8475181,https://assets.nhle.com/mugs/nhl/20242025/STL/8475181.png,Nick,Leddy,4,D,L,72,205,183,93,1991-03-20,Eden Prairie,MN,USA
STL,8476892,https://assets.nhle.com/mugs/nhl/20242025/STL/8476892.png,Colton,Parayko,55,D,R,78,228,198,103,1993-05-12,St. Albert,AB,CAN
STL,8470600,https://assets.nhle.com/mugs/nhl/20242025/STL/8470600.png,Ryan,Suter,22,D,L,73,201,185,91,1985-01-21,Madison,WI,USA
STL,8481006,https://assets.nhle.com/mugs/nhl/20242025/STL/8481006.png,Tyler,Tucker,75,D,L,73,204,185,93,2000-03-01,Thunder Bay,ON,CAN
STL,8476412,https://assets.nhle.com/mugs/nhl/20242025/STL/8476412.png,Jordan,Binnington,50,G,L,74,172,188,78,1993-07-11,Richmond Hill,ON,CAN
STL,8482205,https://assets.nhle.com/mugs/nhl/20242025/STL/8482205.png,Will,Cranley,85,G,L,76,185,193,84,2002-02-26,Peterborough,ON,CAN
STL,8480981,https://assets.nhle.com/mugs/nhl/20242025/STL/8480981.png,Joel,Hofer,30,G,L,77,179,196,81,2000-07-30,Winnipeg,MB,CAN
COL,8479525,https://assets.nhle.com/mugs/nhl/20242025/COL/8479525.png,Ross,Colton,20,C,L,72,194,183,88,1996-09-11,Robbinsville,NJ,USA
COL,8475745,https://assets.nhle.com/mugs/nhl/20242025/COL/8475745.png,Charlie,Coyle,10,C,R,75,215,191,98,1992-03-02,East Weymouth,MA,USA
COL,8477494,https://assets.nhle.com/mugs/nhl/20242025/COL/8477494.png,Jonathan,Drouin,27,L,L,71,198,180,90,1995-03-28,Ste-Agathe,QC,CAN
COL,8480835,https://assets.nhle.com/mugs/nhl/20242025/COL/8480835.png,Jack,Drury,18,C,L,71,186,180,84,2000-02-03,New York,NY,USA
COL,8480448,https://assets.nhle.com/mugs/nhl/20242025/COL/8480448.png,Parker,Kelly,17,C,L,73,185,185,84,1999-05-14,Camrose,AB,CAN
COL,8481641,https://assets.nhle.com/mugs/nhl/20242025/COL/8481641.png,Joel,Kiviranta,94,L,L,71,185,180,84,1996-03-23,Vantaa,,FIN
COL,8477476,https://assets.nhle.com/mugs/nhl/20242025/COL/8477476.png,Artturi,Lehkonen,62,L,L,71,179,180,81,1995-07-04,Piikkio,,FIN
COL,8477492,https://assets.nhle.com/mugs/nhl/20242025/COL/8477492.png,Nathan,MacKinnon,29,C,R,72,200,183,91,1995-09-01,Halifax,NS,CAN
COL,8480039,https://assets.nhle.com/mugs/nhl/20242025/COL/8480039.png,Martin,Necas,88,C,R,75,195,191,88,1999-01-15,Nove Mesto na Morave,,CZE
COL,8475754,https://assets.nhle.com/mugs/nhl/20242025/COL/8475754.png,Brock,Nelson,11,C,L,76,205,193,93,1991-10-15,Warroad,MN,USA
COL,8477501,https://assets.nhle.com/mugs/nhl/20242025/COL/8477501.png,Valeri,Nichushkin,13,R,L,76,210,193,95,1995-03-04,Chelyabinsk,,RUS
COL,8481186,https://assets.nhle.com/mugs/nhl/20242025/COL/8481186.png,Logan,O'Connor,25,R,R,72,175,183,79,1996-08-14,Missouri City,TX,USA
COL,8476918,https://assets.nhle.com/mugs/nhl/20242025/COL/8476918.png,Jimmy,Vesey,26,L,L,74,203,188,92,1993-05-26,Boston,MA,USA
COL,8477425,https://assets.nhle.com/mugs/nhl/20242025/COL/8477425.png,Miles,Wood,28,L,L,74,195,188,88,1995-09-13,Buffalo,NY,USA
COL,8479398,https://assets.nhle.com/mugs/nhl/20242025/COL/8479398.png,Samuel,Girard,49,D,L,70,170,178,77,1998-05-12,Roberval,QC,CAN
COL,8473446,https://assets.nhle.com/mugs/nhl/20242025/COL/8473446.png,Erik,Johnson,6,D,R,76,225,193,102,1988-03-21,Bloomington,MN,USA
COL,8479324,https://assets.nhle.com/mugs/nhl/20242025/COL/8479324.png,Ryan,Lindgren,55,D,L,72,194,183,88,1998-02-11,Burnsville,MN,USA
COL,8480069,https://assets.nhle.com/mugs/nhl/20242025/COL/8480069.png,Cale,Makar,8,D,R,72,187,183,85,1998-10-30,Calgary,AB,CAN
COL,8484258,https://assets.nhle.com/mugs/nhl/20242025/COL/8484258.png,Sam,Malinski,70,D,R,71,190,180,86,1998-07-27,Lakeville,MN,USA
COL,8476312,https://assets.nhle.com/mugs/nhl/20242025/COL/8476312.png,Josh,Manson,42,D,R,75,218,191,99,1991-10-07,Hinsdale,IL,USA
COL,8479387,https://assets.nhle.com/mugs/nhl/20242025/COL/8479387.png,Keaton,Middleton,67,D,L,78,240,198,109,1998-02-10,Edmonton,AB,CAN
COL,8478038,https://assets.nhle.com/mugs/nhl/20242025/COL/8478038.png,Devon,Toews,7,D,L,73,191,185,87,1994-02-21,Abbotsford,BC,CAN
COL,8478406,https://assets.nhle.com/mugs/nhl/20242025/COL/8478406.png,Mackenzie,Blackwood,39,G,L,76,225,193,102,1996-12-09,Thunder Bay,ON,CAN
COL,8475809,https://assets.nhle.com/mugs/nhl/20242025/COL/8475809.png,Scott,Wedgewood,41,G,L,74,201,188,91,1992-08-14,Brampton,ON,CAN
DAL,8473994,https://assets.nhle.com/mugs/nhl/20242025/DAL/8473994.png,Jamie,Benn,14,L,L,75,206,191,93,1989-07-18,Victoria,BC,CAN
DAL,8476278,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476278.png,Colin,Blackwell,15,C,R,68,190,173,86,1993-03-28,North Andover,MA,USA
DAL,8482145,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482145.png,Mavrik,Bourque,22,C,R,71,181,180,82,2002-01-08,Plessisville,QC,CAN
DAL,8480840,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480840.png,Oskar,Bäck,10,C,L,76,202,193,92,2000-03-12,Karlstad,,SWE
DAL,8474149,https://assets.nhle.com/mugs/nhl/20242025/DAL/8474149.png,Evgenii,Dadonov,63,R,L,71,188,180,85,1989-03-12,Chelyabinsk,,RUS
DAL,8475168,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475168.png,Matt,Duchene,95,C,L,71,212,180,96,1991-01-16,Haliburton,ON,CAN
DAL,8475798,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475798.png,Mikael,Granlund,64,C,L,70,185,178,84,1992-02-26,Oulu,,FIN
DAL,8478449,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478449.png,Roope,Hintz,24,C,L,75,213,191,97,1996-11-17,Nokia,,FIN
DAL,8482740,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482740.png,Wyatt,Johnston,53,C,R,73,185,185,84,2003-05-14,Toronto,ON,CAN
DAL,8478975,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478975.png,Mason,Marchment,27,L,L,77,212,196,96,1995-06-18,Uxbridge,ON,CAN
DAL,8478420,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478420.png,Mikko,Rantanen,96,R,L,76,215,193,98,1996-10-29,Nousiainen,,FIN
DAL,8480027,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480027.png,Jason,Robertson,21,L,L,75,207,191,94,1999-07-22,Arcadia,CA,USA
DAL,8475794,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475794.png,Tyler,Seguin,91,C,R,74,201,188,91,1992-01-31,Brampton,ON,CAN
DAL,8479351,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479351.png,Sam,Steel,18,C,L,72,189,183,86,1998-02-03,Ardrossan,AB,CAN
DAL,8483425,https://assets.nhle.com/mugs/nhl/20242025/DAL/8483425.png,Lian,Bichsel,6,D,L,79,231,201,105,2004-05-18,Olten,,CHE
DAL,8476879,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476879.png,Cody,Ceci,44,D,R,75,210,191,95,1993-12-21,Ottawa,ON,CAN
DAL,8476856,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476856.png,Mathew,Dumba,3,D,R,73,185,185,84,1994-07-25,Regina,SK,CAN
DAL,8481581,https://assets.nhle.com/mugs/nhl/20242025/DAL/8481581.png,Thomas,Harley,55,D,L,75,211,191,96,2001-08-19,Syracuse,NY,USA
DAL,8480036,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480036.png,Miro,Heiskanen,4,D,L,74,197,188,89,1999-07-18,Espoo,,FIN
DAL,8476902,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476902.png,Esa,Lindell,23,D,L,75,217,191,98,1994-05-23,Vantaa,,FIN
DAL,8480878,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480878.png,Nils,Lundkvist,5,D,R,73,191,185,87,2000-07-27,Pitea,,SWE
DAL,8480950,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480950.png,Ilya,Lyubushkin,46,D,R,74,200,188,91,1994-04-06,Moscow,,RUS
DAL,8475755,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475755.png,Alexander,Petrovic,28,D,R,77,211,196,96,1992-03-03,Edmonton,AB,CAN
DAL,8474090,https://assets.nhle.com/mugs/nhl/20242025/DAL/8474090.png,Brendan,Smith,2,D,L,74,200,188,91,1989-02-08,Mimico,ON,CAN
DAL,8479193,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479193.png,Casey,DeSmith,1,G,L,72,180,183,82,1991-08-13,Rochester,NH,USA
DAL,8484835,https://assets.nhle.com/mugs/nhl/20242025/DAL/8484835.png,Ben,Kraws,32,G,L,77,199,196,90,2000-08-02,Cranbury,NJ,USA
DAL,8479979,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479979.png,Jake,Oettinger,29,G,L,78,224,198,102,1998-12-18,Lakeville,MN,USA
VGK,8477964,https://assets.nhle.com/mugs/nhl/20242025/VGK/8477964.png,Ivan,Barbashev,49,C,L,72,203,183,92,1995-12-14,Moscow,,RUS
VGK,8481604,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481604.png,Pavel,Dorofeyev,16,L,L,73,194,185,88,2000-10-26,Nizhny Tagil,,RUS
VGK,8478403,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478403.png,Jack,Eichel,9,C,R,74,206,188,93,1996-10-28,North Chelmsford,MA,USA
VGK,8476881,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476881.png,Tomas,Hertl,48,C,L,75,220,191,100,1993-11-12,Praha,,CZE
VGK,8482125,https://assets.nhle.com/mugs/nhl/20242025/VGK/8482125.png,Alexander,Holtz,26,R,R,72,198,183,90,2002-01-23,Stockholm,,SWE
VGK,8479353,https://assets.nhle.com/mugs/nhl/20242025/VGK/8479353.png,Brett,Howden,21,C,L,74,201,188,91,1998-03-29,Calgary,AB,CAN
VGK,8476448,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476448.png,William,Karlsson,71,C,L,72,190,183,86,1993-01-08,Marsta,,SWE
VGK,8478434,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478434.png,Keegan,Kolesar,55,R,R,74,216,188,98,1997-04-08,Brandon,MB,CAN
VGK,8478109,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478109.png,Victor,Olofsson,95,R,L,71,180,180,82,1995-07-18,Ornskoldsvik,,SWE
VGK,8476871,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476871.png,Tanner,Pearson,70,L,L,73,207,185,94,1992-08-10,Kitchener,ON,CAN
VGK,8480007,https://assets.nhle.com/mugs/nhl/20242025/VGK/8480007.png,Jonas,Rondbjerg,46,R,L,74,204,188,93,1999-03-31,Horsholm,,DNK
VGK,8478462,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478462.png,Nicolas,Roy,10,C,R,76,201,193,91,1997-02-05,Amos,QC,CAN
VGK,8476438,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476438.png,Brandon,Saad,20,L,L,73,215,185,98,1992-10-27,Pittsburgh,PA,USA
VGK,8481655,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481655.png,Cole,Schwindt,22,R,R,74,203,188,92,2001-04-25,Kitchener,ON,CAN
VGK,8475191,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475191.png,Reilly,Smith,19,R,L,73,185,185,84,1991-04-01,Mimico,ON,CAN
VGK,8475913,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475913.png,Mark,Stone,61,R,R,75,210,191,95,1992-05-13,Winnipeg,MB,CAN
VGK,8479980,https://assets.nhle.com/mugs/nhl/20242025/VGK/8479980.png,Nicolas,Hague,14,D,L,78,245,198,111,1998-12-05,Kitchener,ON,CAN
VGK,8478396,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478396.png,Noah,Hanifin,15,D,L,75,206,191,93,1997-01-25,Boston,MA,USA
VGK,8477018,https://assets.nhle.com/mugs/nhl/20242025/VGK/8477018.png,Ben,Hutton,17,D,L,75,209,191,95,1993-04-20,Brockville,ON,CAN
VGK,8481527,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481527.png,Kaedan,Korczak,6,D,R,75,203,191,92,2001-01-29,Yorkton,SK,CAN
VGK,8475188,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475188.png,Brayden,McNabb,3,D,L,76,215,193,98,1991-01-21,Davidson,SK,CAN
VGK,8474565,https://assets.nhle.com/mugs/nhl/20242025/VGK/8474565.png,Alex,Pietrangelo,7,D,R,75,215,191,98,1990-01-18,King City,ON,CAN
VGK,8477447,https://assets.nhle.com/mugs/nhl/20242025/VGK/8477447.png,Shea,Theodore,27,D,L,74,197,188,89,1995-08-03,Aldergrove,BC,CAN
VGK,8480727,https://assets.nhle.com/mugs/nhl/20242025/VGK/8480727.png,Zach,Whitecloud,2,D,R,74,210,188,95,1996-11-28,Brandon,MB,CAN
VGK,8478499,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478499.png,Adin,Hill,33,G,L,76,215,193,98,1996-05-11,Comox,BC,CAN
VGK,8478492,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478492.png,Ilya,Samsonov,35,G,L,75,208,191,94,1997-02-22,Magnitogorsk,,RUS
VGK,8481033,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481033.png,Akira,Schmid,40,G,L,77,190,196,86,2000-05-12,Bern,,CHE
MIN,8481557,https://assets.nhle.com/mugs/nhl/20242025/MIN/8481557.png,Matt,Boldy,12,L,L,74,201,188,91,2001-04-05,Milford,MA,USA
MIN,8479638,https://assets.nhle.com/mugs/nhl/20242025/MIN/8479638.png,Justin,Brazeau,15,R,R,78,227,198,103,1998-02-02,New Liskeard,ON,CAN
MIN,8478493,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478493.png,Joel,Eriksson Ek,14,C,L,75,207,191,94,1997-01-29,Karlstad,,SWE
MIN,8475220,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475220.png,Marcus,Foligno,17,L,L,75,226,191,103,1991-08-10,Buffalo,NY,USA
MIN,8477919,https://assets.nhle.com/mugs/nhl/20242025/MIN/8477919.png,Frederick,Gaudreau,89,C,R,72,184,183,83,1993-05-01,Bromont,QC,CAN
MIN,8477451,https://assets.nhle.com/mugs/nhl/20242025/MIN/8477451.png,Ryan,Hartman,38,R,R,72,197,183,89,1994-09-20,Hilton Head Island,SC,USA
MIN,8476994,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476994.png,Vinnie,Hinostroza,18,C,R,70,183,178,83,1994-04-03,Chicago,IL,USA
MIN,8475149,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475149.png,Marcus,Johansson,90,L,L,73,203,185,92,1990-10-06,Landskrona,,SWE
MIN,8478864,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478864.png,Kirill,Kaprizov,97,L,L,70,202,178,92,1997-04-26,Novokuznetsk,,RUS
MIN,8474679,https://assets.nhle.com/mugs/nhl/20242025/MIN/8474679.png,Gustav,Nyquist,41,C,L,71,180,180,82,1989-09-01,Halmstad,,SWE
MIN,8482079,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482079.png,Marco,Rossi,23,C,L,69,182,175,83,2001-09-23,Feldkirch,,AUT
MIN,8478508,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478508.png,Yakov,Trenin,13,C,L,74,201,188,91,1997-01-13,Chelyabinsk,,RUS
MIN,8475692,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475692.png,Mats,Zuccarello,36,R,L,68,181,173,82,1987-09-01,Oslo,,NOR
MIN,8474567,https://assets.nhle.com/mugs/nhl/20242025/MIN/8474567.png,Zach,Bogosian,24,D,R,75,231,191,105,1990-07-15,Massena,NY,USA
MIN,8476463,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476463.png,Jonas,Brodin,25,D,L,74,196,188,89,1993-07-12,Karlstad,,SWE
MIN,8484798,https://assets.nhle.com/mugs/nhl/20242025/MIN/8484798.png,Zeev,Buium,8,D,L,72,183,183,83,2005-12-07,San Diego,CA,USA
MIN,8480990,https://assets.nhle.com/mugs/nhl/20242025/MIN/8480990.png,Declan,Chisholm,47,D,L,73,190,185,86,2000-01-12,Bowmanville,ON,CAN
MIN,8482122,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482122.png,Brock,Faber,7,D,R,73,200,185,91,2002-08-22,Maple Grove,MN,USA
MIN,8475750,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475750.png,Jon,Merrill,4,D,L,75,204,191,93,1992-02-03,Oklahoma City,OK,USA
MIN,8478136,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478136.png,Jake,Middleton,5,D,L,75,219,191,99,1996-01-02,Wainwright,AB,CAN
MIN,8474716,https://assets.nhle.com/mugs/nhl/20242025/MIN/8474716.png,Jared,Spurgeon,46,D,R,69,166,175,75,1989-11-29,Edmonton,AB,CAN
MIN,8470594,https://assets.nhle.com/mugs/nhl/20242025/MIN/8470594.png,Marc-Andre,Fleury,29,G,L,74,185,188,84,1984-11-28,Sorel,QC,CAN
MIN,8479406,https://assets.nhle.com/mugs/nhl/20242025/MIN/8479406.png,Filip,Gustavsson,32,G,L,74,184,188,83,1998-06-07,Skelleftea,,SWE
LAK,8482124,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482124.png,Quinton,Byfield,55,R,L,77,225,196,102,2002-08-19,Newmarket,ON,CAN
LAK,8476479,https://assets.nhle.com/mugs/nhl/20242025/LAK/8476479.png,Phillip,Danault,24,C,L,73,200,185,91,1993-02-24,Victoriaville,QC,CAN
LAK,8477942,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477942.png,Kevin,Fiala,22,L,L,72,205,183,93,1996-07-22,St. Gallen,,CHE
LAK,8477998,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477998.png,Warren,Foegele,37,L,L,74,204,188,93,1996-04-01,Markham,ON,CAN
LAK,8482726,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482726.png,Samuel,Helenius,79,C,L,78,201,198,91,2002-11-26,Dallas,TX,USA
LAK,8479661,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479661.png,Tanner,Jeannot,10,L,L,74,220,188,100,1997-05-29,Estevan,SK,CAN
LAK,8477960,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477960.png,Adrian,Kempe,9,R,L,74,200,188,91,1996-09-13,Kramfors,,SWE
LAK,8471685,https://assets.nhle.com/mugs/nhl/20242025/LAK/8471685.png,Anze,Kopitar,11,C,L,75,225,191,102,1987-08-24,Jesenice,,SVN
LAK,8483808,https://assets.nhle.com/mugs/nhl/20242025/LAK/8483808.png,Andrei,Kuzmenko,96,L,R,71,194,180,88,1996-02-04,Yakutsk,,RUS
LAK,8482155,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482155.png,Alex,Laferriere,14,R,R,73,205,185,93,2001-10-28,Chatham,NJ,USA
LAK,8473453,https://assets.nhle.com/mugs/nhl/20242025/LAK/8473453.png,Trevor,Lewis,61,C,R,73,205,185,93,1987-01-08,Salt Lake City,UT,USA
